,from,to
775,"{""name"": ""Location775 in Rectangle 1"", ""coordinates"": [103.800909, 19.837975]}","{""name"": ""Location775 in Rectangle 1"", ""coordinates"": [101.936702, 19.704733]}"
776,"{""name"": ""Location776 in Rectangle 2"", ""coordinates"": [100.862676, 8.535063]}","{""name"": ""Location776 in Rectangle 1"", ""coordinates"": [104.783834, 19.660293]}"
777,"{""name"": ""Location777 in Rectangle 2"", ""coordinates"": [98.062049, 8.591988]}","{""name"": ""Location777 in Rectangle 2"", ""coordinates"": [98.978296, 8.5599]}"
778,"{""name"": ""Location778 in Rectangle 1"", ""coordinates"": [99.10996, 19.657643]}","{""name"": ""Location778 in Rectangle 2"", ""coordinates"": [101.820945, 8.486314]}"
779,"{""name"": ""Location779 in Rectangle 2"", ""coordinates"": [105.577297, 8.407108]}","{""name"": ""Location779 in Rectangle 2"", ""coordinates"": [104.937015, 8.431284]}"
780,"{""name"": ""Location780 in Rectangle 2"", ""coordinates"": [105.523003, 8.489513]}","{""name"": ""Location780 in Rectangle 2"", ""coordinates"": [104.875609, 8.512143]}"
781,"{""name"": ""Location781 in Rectangle 1"", ""coordinates"": [97.667274, 20.030719]}","{""name"": ""Location781 in Rectangle 2"", ""coordinates"": [104.907257, 8.469517]}"
782,"{""name"": ""Location782 in Rectangle 2"", ""coordinates"": [102.959991, 8.384961]}","{""name"": ""Location782 in Rectangle 2"", ""coordinates"": [101.015838, 8.49951]}"
783,"{""name"": ""Location783 in Rectangle 1"", ""coordinates"": [99.187289, 19.641459]}","{""name"": ""Location783 in Rectangle 2"", ""coordinates"": [98.773876, 8.536394]}"
784,"{""name"": ""Location784 in Rectangle 2"", ""coordinates"": [100.585113, 8.421394]}","{""name"": ""Location784 in Rectangle 1"", ""coordinates"": [105.404248, 19.651912]}"
785,"{""name"": ""Location785 in Rectangle 2"", ""coordinates"": [105.340402, 8.493067]}","{""name"": ""Location785 in Rectangle 2"", ""coordinates"": [103.163083, 8.522654]}"
786,"{""name"": ""Location786 in Rectangle 2"", ""coordinates"": [104.12698, 8.525238]}","{""name"": ""Location786 in Rectangle 2"", ""coordinates"": [101.750143, 8.569935]}"
787,"{""name"": ""Location787 in Rectangle 1"", ""coordinates"": [100.400149, 19.587887]}","{""name"": ""Location787 in Rectangle 2"", ""coordinates"": [101.751067, 8.530411]}"
788,"{""name"": ""Location788 in Rectangle 1"", ""coordinates"": [104.651108, 19.509539]}","{""name"": ""Location788 in Rectangle 2"", ""coordinates"": [104.157528, 8.503362]}"
789,"{""name"": ""Location789 in Rectangle 2"", ""coordinates"": [101.922469, 8.406032]}","{""name"": ""Location789 in Rectangle 2"", ""coordinates"": [103.233887, 8.448308]}"
790,"{""name"": ""Location790 in Rectangle 1"", ""coordinates"": [105.591057, 20.095915]}","{""name"": ""Location790 in Rectangle 1"", ""coordinates"": [101.325961, 19.465092]}"
791,"{""name"": ""Location791 in Rectangle 2"", ""coordinates"": [99.443547, 8.400467]}","{""name"": ""Location791 in Rectangle 2"", ""coordinates"": [100.345491, 8.531601]}"
792,"{""name"": ""Location792 in Rectangle 2"", ""coordinates"": [97.677379, 8.446088]}","{""name"": ""Location792 in Rectangle 2"", ""coordinates"": [97.336584, 8.553328]}"
793,"{""name"": ""Location793 in Rectangle 2"", ""coordinates"": [97.715187, 8.526241]}","{""name"": ""Location793 in Rectangle 2"", ""coordinates"": [99.261305, 8.534776]}"
794,"{""name"": ""Location794 in Rectangle 2"", ""coordinates"": [102.86052, 8.448392]}","{""name"": ""Location794 in Rectangle 2"", ""coordinates"": [101.951823, 8.494757]}"
795,"{""name"": ""Location795 in Rectangle 1"", ""coordinates"": [98.2165, 19.623433]}","{""name"": ""Location795 in Rectangle 1"", ""coordinates"": [98.480404, 19.79337]}"
796,"{""name"": ""Location796 in Rectangle 2"", ""coordinates"": [101.691579, 8.549858]}","{""name"": ""Location796 in Rectangle 1"", ""coordinates"": [98.697304, 19.644518]}"
797,"{""name"": ""Location797 in Rectangle 2"", ""coordinates"": [100.912552, 8.524226]}","{""name"": ""Location797 in Rectangle 1"", ""coordinates"": [99.328402, 19.638927]}"
798,"{""name"": ""Location798 in Rectangle 2"", ""coordinates"": [100.083502, 8.557735]}","{""name"": ""Location798 in Rectangle 2"", ""coordinates"": [105.707326, 8.515796]}"
799,"{""name"": ""Location799 in Rectangle 2"", ""coordinates"": [104.834628, 8.581475]}","{""name"": ""Location799 in Rectangle 2"", ""coordinates"": [102.023503, 8.575874]}"
800,"{""name"": ""Location800 in Rectangle 1"", ""coordinates"": [101.836333, 19.822109]}","{""name"": ""Location800 in Rectangle 2"", ""coordinates"": [101.896798, 8.425935]}"
801,"{""name"": ""Location801 in Rectangle 2"", ""coordinates"": [102.445341, 8.4252]}","{""name"": ""Location801 in Rectangle 1"", ""coordinates"": [105.348118, 19.516832]}"
802,"{""name"": ""Location802 in Rectangle 1"", ""coordinates"": [106.477577, 19.526653]}","{""name"": ""Location802 in Rectangle 1"", ""coordinates"": [99.341942, 19.546767]}"
803,"{""name"": ""Location803 in Rectangle 1"", ""coordinates"": [101.396818, 19.661594]}","{""name"": ""Location803 in Rectangle 1"", ""coordinates"": [99.567026, 19.624086]}"
804,"{""name"": ""Location804 in Rectangle 1"", ""coordinates"": [104.746338, 19.611841]}","{""name"": ""Location804 in Rectangle 1"", ""coordinates"": [103.289317, 19.565988]}"
805,"{""name"": ""Location805 in Rectangle 1"", ""coordinates"": [101.410534, 19.75648]}","{""name"": ""Location805 in Rectangle 2"", ""coordinates"": [105.752518, 8.573882]}"
806,"{""name"": ""Location806 in Rectangle 2"", ""coordinates"": [103.631487, 8.591727]}","{""name"": ""Location806 in Rectangle 1"", ""coordinates"": [102.68827, 19.972963]}"
807,"{""name"": ""Location807 in Rectangle 2"", ""coordinates"": [99.718867, 8.401419]}","{""name"": ""Location807 in Rectangle 2"", ""coordinates"": [101.473023, 8.581519]}"
808,"{""name"": ""Location808 in Rectangle 1"", ""coordinates"": [105.91732, 19.523084]}","{""name"": ""Location808 in Rectangle 1"", ""coordinates"": [102.620566, 19.932361]}"
809,"{""name"": ""Location809 in Rectangle 2"", ""coordinates"": [102.128491, 8.590889]}","{""name"": ""Location809 in Rectangle 1"", ""coordinates"": [98.28997, 19.517776]}"
810,"{""name"": ""Location810 in Rectangle 1"", ""coordinates"": [102.613358, 19.921319]}","{""name"": ""Location810 in Rectangle 2"", ""coordinates"": [102.16783, 8.57837]}"
811,"{""name"": ""Location811 in Rectangle 2"", ""coordinates"": [104.336628, 8.449814]}","{""name"": ""Location811 in Rectangle 2"", ""coordinates"": [105.921934, 8.403813]}"
812,"{""name"": ""Location812 in Rectangle 2"", ""coordinates"": [98.657036, 8.500087]}","{""name"": ""Location812 in Rectangle 1"", ""coordinates"": [101.41692, 19.756531]}"
813,"{""name"": ""Location813 in Rectangle 2"", ""coordinates"": [101.62973, 8.561789]}","{""name"": ""Location813 in Rectangle 1"", ""coordinates"": [103.059931, 19.628514]}"
814,"{""name"": ""Location814 in Rectangle 1"", ""coordinates"": [102.134491, 19.852195]}","{""name"": ""Location814 in Rectangle 1"", ""coordinates"": [105.871775, 19.73355]}"
815,"{""name"": ""Location815 in Rectangle 2"", ""coordinates"": [105.407155, 8.472533]}","{""name"": ""Location815 in Rectangle 1"", ""coordinates"": [98.334642, 19.731937]}"
816,"{""name"": ""Location816 in Rectangle 2"", ""coordinates"": [97.959858, 8.49505]}","{""name"": ""Location816 in Rectangle 1"", ""coordinates"": [98.671527, 19.695653]}"
817,"{""name"": ""Location817 in Rectangle 1"", ""coordinates"": [104.871272, 19.846862]}","{""name"": ""Location817 in Rectangle 1"", ""coordinates"": [102.173703, 19.912518]}"
818,"{""name"": ""Location818 in Rectangle 2"", ""coordinates"": [104.504401, 8.441158]}","{""name"": ""Location818 in Rectangle 1"", ""coordinates"": [99.756016, 19.522214]}"
819,"{""name"": ""Location819 in Rectangle 2"", ""coordinates"": [101.864691, 8.534618]}","{""name"": ""Location819 in Rectangle 2"", ""coordinates"": [98.620587, 8.5751]}"
820,"{""name"": ""Location820 in Rectangle 1"", ""coordinates"": [100.056193, 19.897275]}","{""name"": ""Location820 in Rectangle 1"", ""coordinates"": [106.238127, 19.85331]}"
821,"{""name"": ""Location821 in Rectangle 2"", ""coordinates"": [99.773322, 8.567363]}","{""name"": ""Location821 in Rectangle 2"", ""coordinates"": [103.127765, 8.510399]}"
822,"{""name"": ""Location822 in Rectangle 1"", ""coordinates"": [97.8148, 19.794657]}","{""name"": ""Location822 in Rectangle 1"", ""coordinates"": [104.9731, 19.913885]}"
823,"{""name"": ""Location823 in Rectangle 2"", ""coordinates"": [104.923179, 8.532793]}","{""name"": ""Location823 in Rectangle 2"", ""coordinates"": [104.199435, 8.5118]}"
824,"{""name"": ""Location824 in Rectangle 2"", ""coordinates"": [98.907206, 8.470059]}","{""name"": ""Location824 in Rectangle 2"", ""coordinates"": [98.872956, 8.556205]}"
825,"{""name"": ""Location825 in Rectangle 2"", ""coordinates"": [105.440744, 8.590995]}","{""name"": ""Location825 in Rectangle 1"", ""coordinates"": [102.456958, 20.021862]}"
826,"{""name"": ""Location826 in Rectangle 1"", ""coordinates"": [100.198201, 19.569729]}","{""name"": ""Location826 in Rectangle 1"", ""coordinates"": [99.850674, 20.07989]}"
827,"{""name"": ""Location827 in Rectangle 2"", ""coordinates"": [99.774884, 8.515258]}","{""name"": ""Location827 in Rectangle 2"", ""coordinates"": [102.526804, 8.571874]}"
828,"{""name"": ""Location828 in Rectangle 2"", ""coordinates"": [100.491762, 8.583629]}","{""name"": ""Location828 in Rectangle 2"", ""coordinates"": [104.170525, 8.552114]}"
829,"{""name"": ""Location829 in Rectangle 2"", ""coordinates"": [100.196528, 8.543271]}","{""name"": ""Location829 in Rectangle 2"", ""coordinates"": [103.097671, 8.440413]}"
830,"{""name"": ""Location830 in Rectangle 2"", ""coordinates"": [99.019809, 8.57856]}","{""name"": ""Location830 in Rectangle 1"", ""coordinates"": [99.246304, 19.944643]}"
831,"{""name"": ""Location831 in Rectangle 2"", ""coordinates"": [102.717127, 8.514048]}","{""name"": ""Location831 in Rectangle 2"", ""coordinates"": [98.398949, 8.553341]}"
832,"{""name"": ""Location832 in Rectangle 2"", ""coordinates"": [99.465838, 8.517724]}","{""name"": ""Location832 in Rectangle 2"", ""coordinates"": [104.356701, 8.396406]}"
833,"{""name"": ""Location833 in Rectangle 2"", ""coordinates"": [105.541631, 8.548965]}","{""name"": ""Location833 in Rectangle 2"", ""coordinates"": [101.15377, 8.394536]}"
834,"{""name"": ""Location834 in Rectangle 2"", ""coordinates"": [97.231359, 8.469535]}","{""name"": ""Location834 in Rectangle 2"", ""coordinates"": [103.809494, 8.411949]}"
835,"{""name"": ""Location835 in Rectangle 1"", ""coordinates"": [100.300811, 20.060483]}","{""name"": ""Location835 in Rectangle 1"", ""coordinates"": [101.183077, 20.064992]}"
836,"{""name"": ""Location836 in Rectangle 1"", ""coordinates"": [97.893526, 19.784552]}","{""name"": ""Location836 in Rectangle 2"", ""coordinates"": [102.705143, 8.41367]}"
837,"{""name"": ""Location837 in Rectangle 1"", ""coordinates"": [100.614304, 19.645659]}","{""name"": ""Location837 in Rectangle 1"", ""coordinates"": [100.825739, 19.778414]}"
838,"{""name"": ""Location838 in Rectangle 2"", ""coordinates"": [97.668435, 8.477631]}","{""name"": ""Location838 in Rectangle 1"", ""coordinates"": [101.817819, 19.899042]}"
839,"{""name"": ""Location839 in Rectangle 2"", ""coordinates"": [103.120043, 8.589848]}","{""name"": ""Location839 in Rectangle 2"", ""coordinates"": [100.551877, 8.483351]}"
840,"{""name"": ""Location840 in Rectangle 2"", ""coordinates"": [100.382987, 8.453627]}","{""name"": ""Location840 in Rectangle 1"", ""coordinates"": [106.20266, 19.791795]}"
841,"{""name"": ""Location841 in Rectangle 2"", ""coordinates"": [101.283963, 8.530003]}","{""name"": ""Location841 in Rectangle 1"", ""coordinates"": [98.317244, 19.873832]}"
842,"{""name"": ""Location842 in Rectangle 1"", ""coordinates"": [105.206122, 20.081631]}","{""name"": ""Location842 in Rectangle 2"", ""coordinates"": [100.18191, 8.434222]}"
843,"{""name"": ""Location843 in Rectangle 1"", ""coordinates"": [101.799142, 19.45655]}","{""name"": ""Location843 in Rectangle 2"", ""coordinates"": [101.801999, 8.438475]}"
844,"{""name"": ""Location844 in Rectangle 2"", ""coordinates"": [105.942537, 8.382446]}","{""name"": ""Location844 in Rectangle 2"", ""coordinates"": [105.585138, 8.46303]}"
845,"{""name"": ""Location845 in Rectangle 2"", ""coordinates"": [98.428626, 8.595902]}","{""name"": ""Location845 in Rectangle 2"", ""coordinates"": [101.487157, 8.399034]}"
846,"{""name"": ""Location846 in Rectangle 2"", ""coordinates"": [104.979794, 8.471843]}","{""name"": ""Location846 in Rectangle 1"", ""coordinates"": [99.012442, 20.097155]}"
847,"{""name"": ""Location847 in Rectangle 2"", ""coordinates"": [105.748582, 8.443517]}","{""name"": ""Location847 in Rectangle 1"", ""coordinates"": [98.793314, 19.751811]}"
848,"{""name"": ""Location848 in Rectangle 1"", ""coordinates"": [100.431166, 19.659753]}","{""name"": ""Location848 in Rectangle 2"", ""coordinates"": [98.667327, 8.491423]}"
849,"{""name"": ""Location849 in Rectangle 1"", ""coordinates"": [98.791964, 19.56012]}","{""name"": ""Location849 in Rectangle 2"", ""coordinates"": [106.016631, 8.544008]}"
850,"{""name"": ""Location850 in Rectangle 2"", ""coordinates"": [100.884332, 8.413841]}","{""name"": ""Location850 in Rectangle 2"", ""coordinates"": [98.174215, 8.443812]}"
851,"{""name"": ""Location851 in Rectangle 1"", ""coordinates"": [104.356037, 19.459349]}","{""name"": ""Location851 in Rectangle 1"", ""coordinates"": [97.945136, 19.51531]}"
852,"{""name"": ""Location852 in Rectangle 1"", ""coordinates"": [98.534186, 19.853042]}","{""name"": ""Location852 in Rectangle 2"", ""coordinates"": [102.82931, 8.424526]}"
853,"{""name"": ""Location853 in Rectangle 1"", ""coordinates"": [105.451284, 19.575342]}","{""name"": ""Location853 in Rectangle 1"", ""coordinates"": [106.131454, 19.474309]}"
854,"{""name"": ""Location854 in Rectangle 1"", ""coordinates"": [102.52553, 19.869155]}","{""name"": ""Location854 in Rectangle 1"", ""coordinates"": [101.063319, 19.895216]}"
855,"{""name"": ""Location855 in Rectangle 2"", ""coordinates"": [106.021785, 8.393675]}","{""name"": ""Location855 in Rectangle 2"", ""coordinates"": [99.920893, 8.509066]}"
856,"{""name"": ""Location856 in Rectangle 1"", ""coordinates"": [103.728602, 19.863167]}","{""name"": ""Location856 in Rectangle 2"", ""coordinates"": [105.185152, 8.486007]}"
857,"{""name"": ""Location857 in Rectangle 1"", ""coordinates"": [101.639521, 20.038544]}","{""name"": ""Location857 in Rectangle 2"", ""coordinates"": [102.538695, 8.459514]}"
858,"{""name"": ""Location858 in Rectangle 1"", ""coordinates"": [101.684022, 19.608563]}","{""name"": ""Location858 in Rectangle 2"", ""coordinates"": [101.667799, 8.500454]}"
859,"{""name"": ""Location859 in Rectangle 2"", ""coordinates"": [99.808815, 8.5593]}","{""name"": ""Location859 in Rectangle 2"", ""coordinates"": [101.630814, 8.461671]}"
860,"{""name"": ""Location860 in Rectangle 1"", ""coordinates"": [105.981655, 19.668598]}","{""name"": ""Location860 in Rectangle 1"", ""coordinates"": [105.593869, 19.6024]}"
861,"{""name"": ""Location861 in Rectangle 1"", ""coordinates"": [97.786773, 19.883149]}","{""name"": ""Location861 in Rectangle 1"", ""coordinates"": [104.913521, 19.86689]}"
862,"{""name"": ""Location862 in Rectangle 2"", ""coordinates"": [100.573579, 8.542707]}","{""name"": ""Location862 in Rectangle 2"", ""coordinates"": [102.829681, 8.402608]}"
863,"{""name"": ""Location863 in Rectangle 2"", ""coordinates"": [103.299086, 8.395066]}","{""name"": ""Location863 in Rectangle 2"", ""coordinates"": [104.21465, 8.403363]}"
864,"{""name"": ""Location864 in Rectangle 1"", ""coordinates"": [99.123824, 20.082588]}","{""name"": ""Location864 in Rectangle 1"", ""coordinates"": [103.094512, 19.716321]}"
865,"{""name"": ""Location865 in Rectangle 2"", ""coordinates"": [103.069128, 8.55904]}","{""name"": ""Location865 in Rectangle 1"", ""coordinates"": [101.512761, 19.569253]}"
866,"{""name"": ""Location866 in Rectangle 1"", ""coordinates"": [101.623607, 19.945824]}","{""name"": ""Location866 in Rectangle 1"", ""coordinates"": [97.455393, 19.58466]}"
867,"{""name"": ""Location867 in Rectangle 2"", ""coordinates"": [99.430921, 8.56686]}","{""name"": ""Location867 in Rectangle 1"", ""coordinates"": [99.755782, 19.840519]}"
868,"{""name"": ""Location868 in Rectangle 2"", ""coordinates"": [97.437917, 8.592633]}","{""name"": ""Location868 in Rectangle 1"", ""coordinates"": [98.181814, 20.04657]}"
869,"{""name"": ""Location869 in Rectangle 2"", ""coordinates"": [101.526556, 8.426072]}","{""name"": ""Location869 in Rectangle 1"", ""coordinates"": [102.010824, 19.906305]}"
870,"{""name"": ""Location870 in Rectangle 2"", ""coordinates"": [102.704693, 8.5508]}","{""name"": ""Location870 in Rectangle 1"", ""coordinates"": [98.499233, 20.098706]}"
871,"{""name"": ""Location871 in Rectangle 2"", ""coordinates"": [99.776343, 8.570548]}","{""name"": ""Location871 in Rectangle 1"", ""coordinates"": [103.555088, 20.07926]}"
872,"{""name"": ""Location872 in Rectangle 2"", ""coordinates"": [104.132005, 8.553408]}","{""name"": ""Location872 in Rectangle 2"", ""coordinates"": [104.460586, 8.513928]}"
873,"{""name"": ""Location873 in Rectangle 1"", ""coordinates"": [104.479436, 19.845071]}","{""name"": ""Location873 in Rectangle 2"", ""coordinates"": [104.173457, 8.477957]}"
874,"{""name"": ""Location874 in Rectangle 2"", ""coordinates"": [102.660568, 8.505736]}","{""name"": ""Location874 in Rectangle 1"", ""coordinates"": [97.899918, 19.953385]}"
875,"{""name"": ""Location875 in Rectangle 1"", ""coordinates"": [100.998541, 19.846039]}","{""name"": ""Location875 in Rectangle 1"", ""coordinates"": [98.006855, 19.959522]}"
876,"{""name"": ""Location876 in Rectangle 2"", ""coordinates"": [98.383893, 8.496813]}","{""name"": ""Location876 in Rectangle 1"", ""coordinates"": [99.96941, 19.927655]}"
877,"{""name"": ""Location877 in Rectangle 1"", ""coordinates"": [104.415566, 20.033332]}","{""name"": ""Location877 in Rectangle 2"", ""coordinates"": [102.851084, 8.466311]}"
878,"{""name"": ""Location878 in Rectangle 2"", ""coordinates"": [105.154902, 8.531488]}","{""name"": ""Location878 in Rectangle 1"", ""coordinates"": [102.869522, 19.693963]}"
879,"{""name"": ""Location879 in Rectangle 1"", ""coordinates"": [104.991782, 19.873604]}","{""name"": ""Location879 in Rectangle 1"", ""coordinates"": [106.402593, 19.833552]}"
880,"{""name"": ""Location880 in Rectangle 1"", ""coordinates"": [103.97894, 19.785807]}","{""name"": ""Location880 in Rectangle 1"", ""coordinates"": [105.538725, 19.766021]}"
881,"{""name"": ""Location881 in Rectangle 2"", ""coordinates"": [103.077063, 8.511186]}","{""name"": ""Location881 in Rectangle 1"", ""coordinates"": [98.041808, 20.018454]}"
882,"{""name"": ""Location882 in Rectangle 2"", ""coordinates"": [100.788345, 8.582741]}","{""name"": ""Location882 in Rectangle 2"", ""coordinates"": [101.564498, 8.455089]}"
883,"{""name"": ""Location883 in Rectangle 1"", ""coordinates"": [103.366798, 19.841304]}","{""name"": ""Location883 in Rectangle 1"", ""coordinates"": [98.667575, 19.833448]}"
884,"{""name"": ""Location884 in Rectangle 2"", ""coordinates"": [104.107979, 8.433045]}","{""name"": ""Location884 in Rectangle 1"", ""coordinates"": [105.283131, 19.647127]}"
885,"{""name"": ""Location885 in Rectangle 1"", ""coordinates"": [100.445363, 19.964935]}","{""name"": ""Location885 in Rectangle 2"", ""coordinates"": [99.267267, 8.429276]}"
886,"{""name"": ""Location886 in Rectangle 1"", ""coordinates"": [104.309954, 19.617287]}","{""name"": ""Location886 in Rectangle 2"", ""coordinates"": [105.725858, 8.588479]}"
887,"{""name"": ""Location887 in Rectangle 2"", ""coordinates"": [98.342104, 8.51251]}","{""name"": ""Location887 in Rectangle 1"", ""coordinates"": [102.771328, 19.836345]}"
888,"{""name"": ""Location888 in Rectangle 2"", ""coordinates"": [98.272725, 8.430818]}","{""name"": ""Location888 in Rectangle 1"", ""coordinates"": [99.64439, 19.985053]}"
889,"{""name"": ""Location889 in Rectangle 1"", ""coordinates"": [104.60344, 20.003975]}","{""name"": ""Location889 in Rectangle 2"", ""coordinates"": [104.634847, 8.501137]}"
890,"{""name"": ""Location890 in Rectangle 2"", ""coordinates"": [100.754985, 8.45988]}","{""name"": ""Location890 in Rectangle 1"", ""coordinates"": [100.907654, 19.805307]}"
891,"{""name"": ""Location891 in Rectangle 2"", ""coordinates"": [100.266782, 8.544647]}","{""name"": ""Location891 in Rectangle 2"", ""coordinates"": [98.281272, 8.523443]}"
892,"{""name"": ""Location892 in Rectangle 2"", ""coordinates"": [98.075911, 8.442435]}","{""name"": ""Location892 in Rectangle 1"", ""coordinates"": [102.04069, 19.83105]}"
893,"{""name"": ""Location893 in Rectangle 1"", ""coordinates"": [105.407874, 19.465715]}","{""name"": ""Location893 in Rectangle 2"", ""coordinates"": [104.808153, 8.457172]}"
894,"{""name"": ""Location894 in Rectangle 1"", ""coordinates"": [105.069977, 20.095455]}","{""name"": ""Location894 in Rectangle 1"", ""coordinates"": [104.522202, 20.0656]}"
895,"{""name"": ""Location895 in Rectangle 1"", ""coordinates"": [99.334876, 20.042722]}","{""name"": ""Location895 in Rectangle 1"", ""coordinates"": [103.047242, 19.839895]}"
896,"{""name"": ""Location896 in Rectangle 2"", ""coordinates"": [100.983844, 8.493535]}","{""name"": ""Location896 in Rectangle 2"", ""coordinates"": [98.256546, 8.50415]}"
897,"{""name"": ""Location897 in Rectangle 2"", ""coordinates"": [104.040336, 8.560335]}","{""name"": ""Location897 in Rectangle 1"", ""coordinates"": [100.002309, 19.916029]}"
898,"{""name"": ""Location898 in Rectangle 1"", ""coordinates"": [99.471392, 19.452789]}","{""name"": ""Location898 in Rectangle 2"", ""coordinates"": [97.351433, 8.591401]}"
899,"{""name"": ""Location899 in Rectangle 2"", ""coordinates"": [100.173595, 8.470062]}","{""name"": ""Location899 in Rectangle 2"", ""coordinates"": [104.099713, 8.453815]}"
900,"{""name"": ""Location900 in Rectangle 2"", ""coordinates"": [102.916197, 8.470851]}","{""name"": ""Location900 in Rectangle 1"", ""coordinates"": [100.363557, 19.512761]}"
901,"{""name"": ""Location901 in Rectangle 2"", ""coordinates"": [101.014862, 8.546201]}","{""name"": ""Location901 in Rectangle 1"", ""coordinates"": [104.799427, 20.052017]}"
902,"{""name"": ""Location902 in Rectangle 1"", ""coordinates"": [97.910933, 19.774945]}","{""name"": ""Location902 in Rectangle 1"", ""coordinates"": [101.765487, 19.631661]}"
903,"{""name"": ""Location903 in Rectangle 2"", ""coordinates"": [97.631245, 8.389503]}","{""name"": ""Location903 in Rectangle 2"", ""coordinates"": [104.146802, 8.546713]}"
904,"{""name"": ""Location904 in Rectangle 2"", ""coordinates"": [100.627401, 8.410142]}","{""name"": ""Location904 in Rectangle 1"", ""coordinates"": [105.849506, 19.754629]}"
905,"{""name"": ""Location905 in Rectangle 2"", ""coordinates"": [105.27745, 8.41868]}","{""name"": ""Location905 in Rectangle 1"", ""coordinates"": [100.47434, 19.797419]}"
906,"{""name"": ""Location906 in Rectangle 2"", ""coordinates"": [102.917298, 8.48314]}","{""name"": ""Location906 in Rectangle 1"", ""coordinates"": [98.333044, 19.480788]}"
907,"{""name"": ""Location907 in Rectangle 1"", ""coordinates"": [103.625851, 19.55275]}","{""name"": ""Location907 in Rectangle 1"", ""coordinates"": [97.847075, 19.458278]}"
908,"{""name"": ""Location908 in Rectangle 1"", ""coordinates"": [99.894077, 19.545423]}","{""name"": ""Location908 in Rectangle 1"", ""coordinates"": [99.66812, 19.777329]}"
909,"{""name"": ""Location909 in Rectangle 2"", ""coordinates"": [101.897398, 8.581409]}","{""name"": ""Location909 in Rectangle 1"", ""coordinates"": [99.335236, 19.539818]}"
910,"{""name"": ""Location910 in Rectangle 1"", ""coordinates"": [102.997832, 19.781386]}","{""name"": ""Location910 in Rectangle 2"", ""coordinates"": [100.443507, 8.578209]}"
911,"{""name"": ""Location911 in Rectangle 1"", ""coordinates"": [98.62288, 19.967058]}","{""name"": ""Location911 in Rectangle 2"", ""coordinates"": [105.430334, 8.472151]}"
912,"{""name"": ""Location912 in Rectangle 2"", ""coordinates"": [105.519043, 8.40136]}","{""name"": ""Location912 in Rectangle 2"", ""coordinates"": [105.377995, 8.525698]}"
913,"{""name"": ""Location913 in Rectangle 1"", ""coordinates"": [104.791567, 19.852509]}","{""name"": ""Location913 in Rectangle 2"", ""coordinates"": [98.180182, 8.513253]}"
914,"{""name"": ""Location914 in Rectangle 2"", ""coordinates"": [97.256473, 8.595606]}","{""name"": ""Location914 in Rectangle 2"", ""coordinates"": [97.742646, 8.485314]}"
915,"{""name"": ""Location915 in Rectangle 1"", ""coordinates"": [106.46074, 19.445762]}","{""name"": ""Location915 in Rectangle 1"", ""coordinates"": [101.069592, 20.054943]}"
916,"{""name"": ""Location916 in Rectangle 1"", ""coordinates"": [102.161929, 19.889738]}","{""name"": ""Location916 in Rectangle 2"", ""coordinates"": [98.968729, 8.534215]}"
917,"{""name"": ""Location917 in Rectangle 2"", ""coordinates"": [98.892599, 8.433778]}","{""name"": ""Location917 in Rectangle 1"", ""coordinates"": [97.292235, 20.015919]}"
918,"{""name"": ""Location918 in Rectangle 1"", ""coordinates"": [99.756435, 19.906703]}","{""name"": ""Location918 in Rectangle 2"", ""coordinates"": [104.497961, 8.490751]}"
919,"{""name"": ""Location919 in Rectangle 1"", ""coordinates"": [102.850766, 19.829834]}","{""name"": ""Location919 in Rectangle 1"", ""coordinates"": [104.180103, 20.009277]}"
920,"{""name"": ""Location920 in Rectangle 1"", ""coordinates"": [104.197686, 19.879624]}","{""name"": ""Location920 in Rectangle 2"", ""coordinates"": [103.625125, 8.445164]}"
921,"{""name"": ""Location921 in Rectangle 2"", ""coordinates"": [105.788855, 8.452917]}","{""name"": ""Location921 in Rectangle 1"", ""coordinates"": [103.153554, 20.09458]}"
922,"{""name"": ""Location922 in Rectangle 1"", ""coordinates"": [101.061217, 19.675915]}","{""name"": ""Location922 in Rectangle 1"", ""coordinates"": [99.179605, 19.579376]}"
923,"{""name"": ""Location923 in Rectangle 2"", ""coordinates"": [97.601056, 8.524656]}","{""name"": ""Location923 in Rectangle 2"", ""coordinates"": [101.243452, 8.478806]}"
924,"{""name"": ""Location924 in Rectangle 1"", ""coordinates"": [97.94989, 19.574248]}","{""name"": ""Location924 in Rectangle 1"", ""coordinates"": [104.10286, 19.800148]}"
925,"{""name"": ""Location925 in Rectangle 1"", ""coordinates"": [101.823082, 19.785247]}","{""name"": ""Location925 in Rectangle 1"", ""coordinates"": [104.05543, 19.759736]}"
926,"{""name"": ""Location926 in Rectangle 2"", ""coordinates"": [105.624003, 8.441678]}","{""name"": ""Location926 in Rectangle 1"", ""coordinates"": [105.066131, 19.783909]}"
927,"{""name"": ""Location927 in Rectangle 1"", ""coordinates"": [101.395493, 19.987779]}","{""name"": ""Location927 in Rectangle 2"", ""coordinates"": [104.705596, 8.498869]}"
928,"{""name"": ""Location928 in Rectangle 1"", ""coordinates"": [98.573096, 19.472352]}","{""name"": ""Location928 in Rectangle 2"", ""coordinates"": [105.88513, 8.410024]}"
929,"{""name"": ""Location929 in Rectangle 1"", ""coordinates"": [99.774569, 19.796543]}","{""name"": ""Location929 in Rectangle 1"", ""coordinates"": [102.961034, 19.802501]}"
